month,subject,date,ni_file,n_ref_onsets,n_target_onsets,n_matched_onsets,mean_diff,std_diff,mean_abs_diff,median_diff,median_abs_diff,min_diff,max_diff,name,Q1,Q2,datetime
5月,3,20250528,12_20250528_110255_ni.txt,127.0,364.0,364.0,0.0280263736263738,0.1960519337650197,0.1123225274725277,0.0137,0.0848999999999975,-0.3582000000000001,1.5917000000000172,kitayama_0528,96.0,96.0,2025-05-28 11:03:06
5月,3,20250530,1_20250521_101041_ni.txt,127.0,336.0,336.0,0.03168125,0.2292259151020885,0.1355116071428572,0.014800000000001,0.1079500000000024,-0.4817999999999998,1.837699999999998,kitayama_0530,55.0,55.0,2025-05-30 13:26:34
5月,3,20250530,2_20250521_101223_ni.txt,153.0,262.0,262.0,0.0373148854961837,0.2139372636865521,0.1191996183206105,0.0203499999999969,0.0903499999999937,-0.2046999999999954,1.709299999999999,kitayama_0530,65.0,66.0,2025-05-30 13:28:50
5月,3,20250530,3_20250530_133433_ni.txt,153.0,214.0,214.0,0.0501663551401875,0.0864717423931624,0.0777485981308415,0.0441500000000001,0.0693999999999981,-0.2009000000000043,0.2940000000000111,kitayama_0530,85.0,85.0,2025-05-30 13:34:44
5月,3,20250530,4_20250530_134007_ni.txt,153.0,239.0,239.0,0.036805439330544,0.1158385852664064,0.1056933054393307,0.0625999999999997,0.0933999999999954,-0.2115000000000009,0.206199999999999,kitayama_0530,73.0,74.0,2025-05-30 13:40:16
5月,3,20250530,5_20250530_135943_ni.txt,153.0,235.0,235.0,0.0575965957446806,0.089721978077354,0.0872851063829786,0.0563000000000002,0.0823000000000035,-0.2066999999999978,0.2044999999999959,kitayama_0530,86.0,85.0,2025-05-30 13:59:35
5月,3,20250530,6_20250530_140453_ni.txt,153.0,256.0,256.0,0.0160124999999996,0.124705960726122,0.1114359375000003,0.0538500000000041,0.1121499999999997,-0.2055000000000006,0.2027000000000001,kitayama_0530,80.0,80.0,2025-05-30 14:04:55
5月,3,20250530,7_20250530_141000_ni.txt,153.0,284.0,284.0,0.0174978873239438,0.1276821612102143,0.1143809859154927,0.0420000000000015,0.1173000000000001,-0.206700000000005,0.2137000000000029,kitayama_0530,69.0,69.0,2025-05-30 14:10:06
5月,3,20250530,8_20250530_141505_ni.txt,153.0,263.0,263.0,0.0321927756653994,0.0992021820001376,0.085890114068441,0.0363000000000042,0.0806999999999966,-0.2040000000000006,0.1986999999999952,kitayama_0530,90.0,92.0,2025-05-30 14:15:17
5月,3,20250530,9_20250530_142005_ni.txt,153.0,279.0,279.0,0.003053046594982,0.1149489504101525,0.0986186379928316,0.0124999999999957,0.0961999999999996,-0.2057000000000002,0.2049999999999983,kitayama_0530,34.0,34.0,2025-05-30 14:20:07
5月,3,20250530,10_20250530_142151_ni.txt,153.0,295.0,295.0,0.0163216949152539,0.1111318624489146,0.0953318644067795,0.0202999999999988,0.0949000000000026,-0.203400000000002,0.2109999999999914,kitayama_0530,88.0,85.0,2025-05-30 14:21:58
5月,3,20250530,11_20250530_142332_ni.txt,127.0,357.0,357.0,0.0245831932773105,0.1452884176779812,0.0953955182072828,0.0137,0.0805000000000006,-0.3414999999999999,1.1563000000000017,kitayama_0530,97.0,97.0,2025-05-30 14:23:42
9月,10,20250901,1_20250901_145102_ni.txt,128.0,266.0,266.0,-0.0099364661654135,0.8767093995956651,0.1342327067669169,0.0180999999999968,0.05715,-13.9954,1.460499999999996,takakuwa_0901,99.0,50.0,2025-09-01 14:51:55
9月,10,20250901,2_20250901_150350_ni.txt,79.0,181.0,181.0,-0.2878834254143629,1.3496143531232263,0.51704143646409,0.1105000000000018,0.1448999999999927,-7.207400000000007,0.3191000000000059,takakuwa_0901,100.0,50.0,2025-09-01 15:04:30
9月,10,20250901,3_20250901_150819_ni.txt,113.0,220.0,220.0,0.0612713636363638,0.275243814310735,0.1200795454545457,0.0887499999999992,0.0988500000000005,-3.792600000000001,0.2055000000000006,takakuwa_0901,100.0,75.0,2025-09-01 15:08:51
9月,10,20250901,4_20250901_151342_ni.txt,128.0,304.0,304.0,0.0826878289473681,0.393104845583976,0.1462167763157891,0.0091499999999982,0.0667499999999989,-0.2040000000000006,3.319199999999995,takakuwa_0901,99.0,87.0,2025-09-01 15:14:00
9月,10,20250901,5_20250901_151818_ni.txt,128.0,21.0,21.0,0.0051857142857147,0.0986065596471253,0.0459666666666678,-0.0183999999999997,0.0264999999999986,-0.0583000000000026,0.4313999999999964,takakuwa_0901,96.0,99.0,2025-09-01 15:18:47
9月,10,20250901,6_20250901_152207_ni.txt,128.0,269.0,269.0,-0.0086256505576197,0.8627265640319,0.1669319702602238,-0.0127000000000023,0.0704999999999991,-13.3606,2.216000000000008,takakuwa_0901,99.0,100.0,2025-09-01 15:22:31
9月,10,20250903,1_20250903_140857_ni.txt,128.0,263.0,263.0,0.073548288973384,0.2772596986939969,0.1060623574144485,0.0387999999999983,0.0579999999999998,-0.0954999999999977,2.244600000000005,takakuwa_0903,98.0,87.0,2025-09-03 14:09:25
9月,10,20250903,2_20250903_141343_ni.txt,128.0,311.0,311.0,0.1001588424437297,0.855059787295288,0.2158636655948551,0.0256000000000007,0.0661999999999984,-11.0456,4.092099999999988,takakuwa_0903,98.0,85.0,2025-09-03 14:13:59
9月,10,20250903,3_20250903_142616_ni.txt,129.0,120.0,120.0,-0.8231408333333329,3.149812452578085,1.0883358333333333,0.1350000000000051,0.2112500000000032,-26.4158,0.4421999999999997,takakuwa_0903,64.0,64.0,2025-09-03 14:26:35
